	Vendor	Trip Distance (in Miles)	Trip Cost	Trip Time (in Minutes)
21144	Taxi	9.74	$22.48 	16.8
21145	Taxi	16.81	$22.08 	28.99
21146	Taxi	17.19	$20.84 	29.64
21147	Taxi	15.2	$17.28 	26.21
21148	Taxi	21.54	$12.56 	37.15
21149	Taxi	20.54	$33.13 	35.42
21150	Taxi	22.79	$28.93 	39.3
21151	Taxi	14.2	$40.32 	24.49
21152	Taxi	14.1	$22.36 	24.32
21153	Taxi	22.52	$15.45 	38.83
21154	Taxi	20.16	$30.35 	34.75
21155	Taxi	20.7	$19.51 	35.69
21156	Taxi	37.36	$19.54 	64.41
21157	Taxi	26.27	$21.45 	45.29
21158	Taxi	14.64	$13.37 	25.24
21159	Taxi	23.99	$13.54 	41.37
21160	Taxi	17.92	$24.01 	30.9
21161	Taxi	13.7	$17.29 	23.63
21162	Taxi	0.62	$26.63 	1.07
21163	Taxi	14.56	$39.06 	25.11
21164	Taxi	13.37	$22.82 	23.06
21165	Taxi	14.68	$22.59 	25.32
21166	Taxi	19.59	$23.00 	33.78
21167	Taxi	15.69	$29.80 	27.06
21168	Taxi	19.13	$26.40 	32.98
21169	Taxi	17.31	$19.84 	29.85
21170	Taxi	15.94	$20.67 	27.49
21171	Taxi	20.12	$32.24 	34.69
21172	Taxi	11.45	$29.50 	19.74
21173	Taxi	14.53	$25.70 	25.05
21174	Taxi	22.85	$22.36 	39.4
21175	Taxi	21.12	$27.91 	36.42
21176	Taxi	2.96	$13.31 	5.11
21177	Taxi	14.11	$24.37 	24.33
21178	Taxi	18.51	$34.69 	31.93
21179	Taxi	11.52	$18.90 	19.86
21180	Taxi	13.52	$23.35 	23.31
21181	Taxi	24.11	$9.33 	41.56
21182	Taxi	24.19	$11.64 	41.71
21183	Taxi	19.32	$13.95 	33.31
21184	Taxi	12.13	$22.32 	20.92
21185	Taxi	21.06	$26.74 	36.31
21186	Taxi	16.25	$20.77 	28.02
21187	Taxi	12.6	$22.35 	21.73
21188	Taxi	16.35	$23.78 	28.2
21189	Taxi	14.21	$26.53 	24.5
21190	Taxi	12.16	$21.06 	20.96
21191	Taxi	24.59	$24.53 	42.41
21192	Taxi	25.71	$21.89 	44.33
21193	Taxi	20.51	$25.48 	35.37
21194	Taxi	15.01	$9.42 	25.88
21195	Taxi	19.44	$23.29 	33.52
21196	Taxi	15.38	$27.21 	26.51
21197	Taxi	12.67	$23.46 	21.85
21198	Taxi	11.88	$20.25 	20.48
21199	Taxi	5.2	$35.22 	8.96
21200	Taxi	20.99	$16.46 	36.2
21201	Taxi	14.78	$24.45 	25.49
21202	Taxi	14.46	$13.50 	24.93
21203	Taxi	11.42	$22.05 	19.69
21204	Taxi	13.92	$14.63 	24.0
21205	Taxi	13.79	$26.08 	23.78
21206	Taxi	16.77	$28.77 	28.91
21207	Taxi	15.44	$22.06 	26.62
21208	Taxi	24.72	$30.73 	42.62
21209	Taxi	17.54	$16.89 	30.24
21210	Taxi	11.17	$26.42 	19.27
21211	Taxi	18.95	$22.88 	32.68
21212	Taxi	25.74	$15.56 	44.38
21213	Taxi	16.23	$6.28 	27.98
21214	Taxi	13.25	$20.62 	22.85
21215	Taxi	12.51	$24.66 	21.57
21216	Taxi	10.71	$18.39 	18.47
21217	Taxi	17.76	$27.22 	30.62
21218	Taxi	8.06	$12.20 	13.9
21219	Taxi	16.38	$19.36 	28.24
21220	Taxi	13.24	$21.61 	22.84
21221	Taxi	18.34	$22.62 	31.62
21222	Taxi	15.18	$21.13 	26.17
21223	Taxi	18.92	$28.33 	32.63
21224	Taxi	17.57	$22.58 	30.3
21225	Taxi	24.01	$23.30 	41.4
21226	Taxi	19.67	$13.69 	33.91
21227	Taxi	13.41	$18.23 	23.13
21228	Taxi	0.16	$15.77 	0.27
21229	Taxi	24.99	$30.35 	43.09
21230	Taxi	16.68	$14.88 	28.76
21231	Taxi	19.31	$22.65 	33.29
21232	Taxi	17.28	$28.52 	29.8
21233	Taxi	21.25	$33.81 	36.63
21234	Taxi	25.83	$16.06 	44.54
21235	Taxi	27.86	$25.20 	48.03
21236	Taxi	0.96	$28.04 	1.66
21237	Taxi	17.1	$26.19 	29.48
21238	Taxi	24.55	$28.45 	42.33
21239	Taxi	21.57	$19.08 	37.19
21240	Taxi	18.78	$31.74 	32.38
21241	Taxi	18.57	$8.57 	32.03
21242	Taxi	22.9	$20.74 	39.48
21243	Taxi	10.75	$15.20 	18.53
21244	Taxi	14.49	$22.43 	24.98
21245	Taxi	15.53	$18.74 	26.78
21246	Taxi	28.86	$23.61 	49.76
21247	Taxi	13.86	$21.36 	23.89
21248	Taxi	8.59	$18.26 	14.82
21249	Taxi	24.42	$24.19 	42.1
21250	Taxi	9.74	$24.35 	16.8
21251	Taxi	10.25	$32.11 	17.68
21252	Taxi	20.23	$23.56 	34.88
21253	Taxi	14.98	$27.29 	25.82
21254	Taxi	17.77	$14.70 	30.65
21255	Taxi	29.85	$9.70 	51.47
21256	Taxi	7.75	$18.96 	13.36
21257	Taxi	24.67	$14.62 	42.53
21258	Taxi	19.06	$44.51 	32.86
21259	Taxi	22.1	$19.46 	38.11
21260	Taxi	21.17	$17.61 	36.5
21261	Taxi	7.73	$12.76 	13.32
21262	Taxi	20.56	$26.66 	35.46
21263	Taxi	17.57	$31.51 	30.3
21264	Taxi	17.29	$29.87 	29.82
21265	Taxi	23.02	$26.04 	39.7
21266	Taxi	20.04	$22.75 	34.55
21267	Taxi	18.34	$13.47 	31.62
21268	Taxi	25.9	$17.56 	44.66
21269	Taxi	22.76	$29.55 	39.25
21270	Taxi	19.71	$16.74 	33.98
21271	Taxi	25.14	$17.88 	43.35
21272	Taxi	6.28	$15.21 	10.83
21273	Taxi	15.59	$18.40 	26.89
21274	Taxi	16.66	$25.60 	28.73
21275	Taxi	18.66	$16.51 	32.18
21276	Taxi	2.7	$28.41 	4.66
21277	Taxi	18.71	$23.41 	32.26
21278	Taxi	22.64	$15.88 	39.05
21279	Taxi	21.63	$13.86 	37.3
21280	Taxi	15.48	$22.68 	26.7
21281	Taxi	18.26	$24.77 	31.49
21282	Taxi	13.84	$9.50 	23.87
21283	Taxi	13.84	$22.96 	23.86
21284	Taxi	14.77	$17.28 	25.46
21285	Taxi	5.72	$30.97 	9.86
21286	Taxi	14.68	$27.84 	25.31
21287	Taxi	15.15	$14.07 	26.13
21288	Taxi	22.58	$7.35 	38.93
21289	Taxi	18.47	$32.23 	31.85
21290	Taxi	19.29	$23.04 	33.27
21291	Taxi	23.36	$28.54 	40.28
21292	Taxi	11.43	$15.53 	19.71
21293	Taxi	31.06	$17.42 	53.55
21294	Taxi	2.53	$25.12 	4.36
21295	Taxi	17.57	$25.74 	30.3
21296	Taxi	8.68	$29.34 	14.97
21297	Taxi	13.04	$22.69 	22.49
21298	Taxi	17.12	$21.79 	29.53
21299	Taxi	11.39	$27.77 	19.65
21300	Taxi	16.51	$12.79 	28.47
21301	Taxi	23.58	$24.91 	40.66
21302	Taxi	5.25	$29.74 	9.05
21303	Taxi	26.02	$14.74 	44.87
21304	Taxi	16.61	$27.84 	28.64
21305	Taxi	19.29	$22.25 	33.27
21306	Taxi	8.82	$21.44 	15.22
21307	Taxi	13.75	$13.50 	23.71
21308	Taxi	15.65	$18.95 	26.99
21309	Taxi	9.55	$16.78 	16.46
21310	Taxi	18.96	$41.93 	32.69
21311	Taxi	16.67	$27.05 	28.75
21312	Taxi	13.3	$27.26 	22.93
21313	Taxi	18.9	$25.65 	32.59
21314	Taxi	16.22	$16.96 	27.96
21315	Taxi	21.43	$24.42 	36.96
21316	Taxi	32.29	$38.18 	55.67
21317	Taxi	20.82	$24.86 	35.89
21318	Taxi	13.16	$25.56 	22.7
21319	Taxi	17.74	$18.55 	30.6
21320	Taxi	11.53	$13.95 	19.88
21321	Taxi	23.57	$24.32 	40.64
21322	Taxi	6.63	$33.57 	11.43
21323	Taxi	13.32	$23.30 	22.97
21324	Taxi	19.68	$12.03 	33.93
21325	Taxi	9.07	$24.98 	15.64
21326	Taxi	16.14	$7.58 	27.84
21327	Taxi	21.57	$38.73 	37.2
21328	Taxi	16.86	$33.96 	29.08
21329	Taxi	24.66	$11.39 	42.52
21330	Taxi	11.88	$24.18 	20.48
21331	Taxi	20.0	$22.87 	34.49
21332	Taxi	16.7	$23.10 	28.79
21333	Taxi	26.53	$26.17 	45.74
21334	Taxi	15.1	$26.49 	26.04
21335	Taxi	17.64	$29.33 	30.42
21336	Taxi	11.06	$29.04 	19.08
21337	Taxi	20.27	$33.17 	34.96
21338	Taxi	20.63	$22.44 	35.57
21339	Taxi	18.21	$13.16 	31.4
21340	Taxi	15.59	$29.83 	26.88
21341	Taxi	11.98	$30.81 	20.66
21342	Taxi	15.46	$16.10 	26.66
21343	Taxi	20.8	$27.26 	35.86
21344	Taxi	14.11	$32.35 	24.33
21345	Taxi	22.22	$18.35 	38.32
21346	Taxi	11.37	$26.24 	19.6
21347	Taxi	27.23	$17.37 	46.96
21348	Taxi	5.28	$28.10 	9.1
21349	Taxi	14.82	$28.77 	25.55
21350	Taxi	21.94	$21.75 	37.83
21351	Taxi	18.68	$20.19 	32.22
21352	Taxi	17.58	$30.98 	30.31
21353	Taxi	15.29	$28.52 	26.37
21354	Taxi	4.06	$36.68 	7.0
21355	Taxi	14.72	$25.57 	25.38
21356	Taxi	27.34	$20.49 	47.14
21357	Taxi	10.34	$19.40 	17.83
21358	Taxi	14.9	$33.52 	25.69
21359	Taxi	17.91	$19.27 	30.88
21360	Taxi	6.19	$23.58 	10.68
21361	Taxi	16.66	$8.99 	28.72
21362	Taxi	18.06	$22.43 	31.15
21363	Taxi	23.78	$22.80 	41.0
21364	Taxi	17.35	$27.90 	29.91
21365	Taxi	21.88	$18.71 	37.73
21366	Taxi	21.27	$17.75 	36.67
21367	Taxi	20.88	$10.31 	36.0
21368	Taxi	12.77	$20.24 	22.02
21369	Taxi	18.27	$27.87 	31.5
21370	Taxi	20.23	$28.30 	34.88
21371	Taxi	7.21	$15.89 	12.44
21372	Taxi	16.65	$29.43 	28.71
21373	Taxi	19.63	$42.85 	33.84
21374	Taxi	6.14	$13.62 	10.58
21375	Taxi	25.41	$20.19 	43.81
21376	Taxi	14.25	$24.27 	24.57
21377	Taxi	19.43	$21.09 	33.5
21378	Taxi	19.48	$21.06 	33.59
21379	Taxi	13.64	$24.32 	23.52
21380	Taxi	24.48	$34.04 	42.21
21381	Taxi	10.34	$23.42 	17.83
21382	Taxi	16.78	$25.45 	28.93
21383	Taxi	18.04	$26.51 	31.11
21384	Taxi	8.7	$15.42 	15.0
21385	Taxi	14.26	$19.27 	24.6
21386	Taxi	18.98	$35.90 	32.74
21387	Taxi	18.27	$22.96 	31.5
21388	Taxi	17.97	$25.82 	30.98
21389	Taxi	17.02	$20.34 	29.34
21390	Taxi	23.35	$24.29 	40.27
21391	Taxi	20.2	$25.36 	34.84
21392	Taxi	19.62	$11.76 	33.82
21393	Taxi	12.19	$23.32 	21.01
21394	Taxi	17.41	$30.78 	30.01
21395	Taxi	10.06	$22.00 	17.35
21396	Taxi	19.45	$19.33 	33.54
21397	Taxi	18.5	$12.31 	31.89
21398	Taxi	9.82	$16.15 	16.93
21399	Taxi	19.27	$28.27 	33.23
21400	Taxi	18.59	$34.83 	32.05
21401	Taxi	5.93	$25.27 	10.23
21402	Taxi	17.19	$19.90 	29.65
21403	Taxi	20.02	$23.34 	34.52
21404	Taxi	6.28	$15.40 	10.82
21405	Taxi	21.35	$16.41 	36.81
21406	Taxi	17.45	$20.76 	30.09
21407	Taxi	12.06	$13.00 	20.79
21408	Taxi	19.56	$20.88 	33.72
21409	Taxi	15.23	$20.86 	26.27
21410	Taxi	20.05	$22.53 	34.58
21411	Taxi	16.2	$33.61 	27.94
21412	Taxi	18.19	$25.49 	31.37
21413	Taxi	24.64	$34.53 	42.49
21414	Taxi	16.68	$15.62 	28.75
21415	Taxi	13.54	$27.44 	23.35
21416	Taxi	22.43	$38.10 	38.68
21417	Taxi	11.33	$28.72 	19.53
21418	Taxi	3.99	$30.54 	6.89
21419	Taxi	15.75	$21.32 	27.16
21420	Taxi	19.41	$30.27 	33.47
21421	Taxi	13.02	$28.08 	22.46
21422	Taxi	19.71	$33.82 	33.99
21423	Taxi	9.13	$29.04 	15.75
21424	Taxi	17.48	$23.50 	30.15
21425	Taxi	16.37	$6.27 	28.23
21426	Taxi	21.53	$15.32 	37.13
21427	Taxi	11.79	$38.56 	20.34
21428	Taxi	9.25	$12.87 	15.95
21429	Taxi	11.39	$23.30 	19.64
21430	Taxi	27.93	$31.09 	48.17
21431	Taxi	21.63	$13.64 	37.29
21432	Taxi	16.26	$20.87 	28.04
21433	Taxi	23.31	$22.40 	40.2
21434	Taxi	20.63	$12.76 	35.57
21435	Taxi	26.81	$17.22 	46.23
21436	Taxi	23.27	$23.61 	40.13
21437	Taxi	12.65	$27.75 	21.82
21438	Taxi	20.02	$26.85 	34.51
21439	Taxi	28.43	$20.04 	49.02
21440	Taxi	18.63	$19.67 	32.13
21441	Taxi	7.51	$18.95 	12.95
21442	Taxi	15.82	$17.44 	27.29
21443	Taxi	20.48	$21.04 	35.32
21444	Taxi	7.63	$28.15 	13.16
21445	Taxi	15.98	$37.84 	27.56
21446	Taxi	18.25	$21.36 	31.47
21447	Taxi	9.17	$23.38 	15.81
21448	Taxi	19.72	$18.33 	34.0
21449	Taxi	20.48	$25.35 	35.32
21450	Taxi	27.26	$27.87 	47.01
21451	Taxi	22.62	$32.58 	39.0
21452	Taxi	17.79	$25.13 	30.68
21453	Taxi	6.5	$30.47 	11.21
21454	Taxi	15.79	$16.81 	27.23
21455	Taxi	18.55	$29.92 	31.99
21456	Taxi	18.25	$22.98 	31.46
21457	Taxi	19.33	$16.29 	33.34
21458	Taxi	12.68	$17.41 	21.86
21459	Taxi	19.35	$14.44 	33.37
21460	Taxi	5.65	$32.31 	9.74
21461	Taxi	8.45	$24.69 	14.57
21462	Taxi	23.84	$16.73 	41.11
21463	Taxi	19.43	$18.84 	33.5
21464	Taxi	18.33	$26.44 	31.61
21465	Taxi	17.26	$27.25 	29.77
21466	Taxi	28.9	$23.81 	49.84
21467	Taxi	11.22	$22.66 	19.34
21468	Taxi	22.87	$13.96 	39.44
21469	Taxi	7.35	$8.84 	12.68
21470	Taxi	19.85	$22.86 	34.22
21471	Taxi	17.73	$15.61 	30.57
21472	Taxi	8.18	$16.87 	14.11
21473	Taxi	6.44	$31.05 	11.1
21474	Taxi	15.16	$24.25 	26.14
21475	Taxi	26.3	$16.96 	45.34
21476	Taxi	8.08	$26.19 	13.94
21477	Taxi	17.92	$16.87 	30.91
21478	Taxi	3.52	$15.42 	6.08
21479	Taxi	5.48	$20.49 	9.45
21480	Taxi	20.26	$21.57 	34.94
21481	Taxi	13.91	$18.20 	23.98
21482	Taxi	11.3	$11.74 	19.49
21483	Taxi	12.46	$25.77 	21.48
21484	Taxi	19.38	$8.14 	33.43
21485	Taxi	18.21	$11.30 	31.4
21486	Taxi	12.7	$23.26 	21.9
21487	Taxi	21.97	$28.33 	37.89
21488	Taxi	13.54	$28.15 	23.35
21489	Taxi	22.59	$32.77 	38.95
21490	Taxi	2.55	$19.26 	4.4
21491	Taxi	16.29	$14.18 	28.08
21492	Taxi	13.38	$17.11 	23.07
21493	Taxi	15.44	$26.43 	26.62
21494	Taxi	28.47	$21.85 	49.08
21495	Taxi	13.84	$31.41 	23.87
21496	Taxi	19.28	$28.74 	33.25
21497	Taxi	22.01	$35.30 	37.96
21498	Taxi	15.51	$16.12 	26.75
21499	Taxi	16.96	$33.55 	29.25
21500	Taxi	12.67	$15.74 	21.85
21501	Taxi	18.78	$6.48 	32.38
21502	Taxi	18.76	$23.92 	32.35
21503	Taxi	19.74	$31.14 	34.04
21504	Taxi	16.33	$29.10 	28.15
21505	Taxi	10.99	$9.75 	18.96
21506	Taxi	25.04	$27.58 	43.18
21507	Taxi	16.23	$16.15 	27.98
21508	Taxi	20.96	$10.55 	36.15
21509	Taxi	14.67	$16.18 	25.29
21510	Taxi	14.38	$16.61 	24.8
21511	Taxi	15.06	$22.65 	25.96
21512	Taxi	7.63	$21.27 	13.16
21513	Taxi	15.44	$24.29 	26.62
21514	Taxi	9.98	$17.54 	17.22
21515	Taxi	31.48	$25.01 	54.27
21516	Taxi	13.08	$22.03 	22.56
21517	Taxi	12.44	$25.68 	21.45
21518	Taxi	21.77	$29.35 	37.54
21519	Taxi	27.82	$20.89 	47.97
21520	Taxi	9.09	$25.20 	15.68
21521	Taxi	13.89	$16.83 	23.95
21522	Taxi	23.74	$44.95 	40.94
21523	Taxi	15.03	$28.51 	25.93
21524	Taxi	21.54	$17.69 	37.14
21525	Taxi	21.47	$31.46 	37.02
21526	Taxi	13.23	$16.31 	22.81
21527	Taxi	16.08	$16.51 	27.72
21528	Taxi	21.01	$11.41 	36.23
21529	Taxi	21.83	$18.41 	37.64
21530	Taxi	17.56	$28.21 	30.27
21531	Taxi	18.4	$16.94 	31.72
21532	Taxi	18.17	$19.82 	31.33
21533	Taxi	15.87	$20.73 	27.37
21534	Taxi	14.31	$24.68 	24.68
21535	Taxi	16.98	$24.51 	29.28
21536	Taxi	15.71	$16.60 	27.1
21537	Taxi	22.75	$25.22 	39.23
21538	Taxi	20.17	$30.49 	34.77
21539	Taxi	36.46	$33.25 	62.87
21540	Taxi	11.19	$20.26 	19.29
21541	Taxi	9.33	$16.88 	16.08
21542	Taxi	11.06	$11.54 	19.07
21543	Taxi	8.22	$37.11 	14.18
21544	Taxi	23.06	$14.10 	39.75
21545	Taxi	23.55	$27.96 	40.62
21546	Taxi	17.14	$23.39 	29.56
21547	Taxi	22.25	$17.48 	38.36
21548	Taxi	14.3	$14.54 	24.66
21549	Taxi	22.63	$26.34 	39.01
21550	Taxi	10.92	$18.61 	18.84
21551	Taxi	17.99	$18.77 	31.02
21552	Taxi	15.47	$18.22 	26.67
21553	Taxi	16.55	$28.70 	28.53
21554	Taxi	26.37	$25.68 	45.47
21555	Taxi	10.17	$28.82 	17.54
21556	Taxi	21.81	$32.67 	37.6
21557	Taxi	19.08	$16.50 	32.9
21558	Taxi	17.73	$17.23 	30.57
21559	Taxi	19.63	$17.82 	33.85
21560	Taxi	22.22	$37.55 	38.31
21561	Taxi	20.31	$18.29 	35.03
21562	Taxi	7.44	$19.16 	12.83
21563	Taxi	24.27	$28.75 	41.84
21564	Taxi	20.15	$29.45 	34.74
21565	Taxi	9.29	$24.38 	16.03
21566	Taxi	26.06	$17.73 	44.94
21567	Taxi	18.6	$17.17 	32.07
21568	Taxi	16.94	$23.35 	29.21
21569	Taxi	8.79	$7.37 	15.16
21570	Taxi	5.42	$24.71 	9.35
21571	Taxi	9.13	$17.12 	15.75
21572	Taxi	18.61	$28.10 	32.09
21573	Taxi	16.52	$33.15 	28.49
21574	Taxi	19.18	$22.34 	33.08
21575	Taxi	15.89	$16.12 	27.41
21576	Taxi	12.37	$20.57 	21.33
21577	Taxi	16.77	$29.05 	28.92
21578	Taxi	20.46	$19.77 	35.27
21579	Taxi	11.81	$25.81 	20.37
21580	Taxi	19.05	$12.08 	32.85
21581	Taxi	16.58	$26.30 	28.59
21582	Taxi	12.35	$23.01 	21.3
21583	Taxi	16.49	$25.72 	28.44
21584	Taxi	11.42	$17.59 	19.7
21585	Taxi	16.21	$33.02 	27.95
21586	Taxi	21.27	$13.24 	36.68
21587	Taxi	13.41	$29.47 	23.12
21588	Taxi	22.74	$18.92 	39.22
21589	Taxi	16.72	$21.59 	28.83
21590	Taxi	21.26	$31.57 	36.67
21591	Taxi	26.02	$18.28 	44.87
21592	Taxi	0.05	$25.36 	0.09
21593	Taxi	19.77	$23.80 	34.08
21594	Taxi	20.32	$30.34 	35.03
21595	Taxi	19.57	$20.97 	33.74
21596	Taxi	20.4	$34.68 	35.18
21597	Taxi	14.93	$28.93 	25.74
21598	Taxi	8.35	$15.24 	14.4
21599	Taxi	17.39	$28.79 	29.98
21600	Taxi	22.79	$26.17 	39.29
21601	Taxi	18.81	$27.83 	32.44
21602	Taxi	17.51	$18.53 	30.19
21603	Taxi	18.39	$9.30 	31.7
21604	Taxi	15.85	$26.17 	27.32
21605	Taxi	16.86	$21.06 	29.08
21606	Taxi	17.34	$16.38 	29.9
21607	Taxi	13.54	$22.87 	23.34
21608	Taxi	7.89	$17.81 	13.61
21609	Taxi	17.61	$26.91 	30.37
21610	Taxi	27.59	$20.08 	47.58
21611	Taxi	13.19	$16.88 	22.74
21612	Taxi	18.3	$28.49 	31.56
21613	Taxi	11.71	$26.15 	20.2
21614	Taxi	19.91	$16.40 	34.33
21615	Taxi	27.46	$19.46 	47.35
21616	Taxi	22.71	$23.68 	39.16
21617	Taxi	14.9	$12.23 	25.7
21618	Taxi	15.5	$17.34 	26.72
21619	Taxi	9.6	$27.25 	16.56
21620	Taxi	21.52	$26.92 	37.11
21621	Taxi	7.44	$23.98 	12.83
21622	Taxi	16.84	$22.14 	29.03
21623	Taxi	17.87	$27.78 	30.82
21624	Taxi	16.43	$23.84 	28.34
21625	Taxi	24.79	$17.58 	42.75
21626	Taxi	18.67	$18.59 	32.2
21627	Taxi	21.21	$24.24 	36.56
21628	Taxi	12.71	$16.13 	21.91
21629	Taxi	17.27	$27.50 	29.78
21630	Taxi	18.31	$31.96 	31.58
21631	Taxi	18.29	$23.65 	31.54
21632	Taxi	16.58	$23.95 	28.6
21633	Taxi	18.57	$17.63 	32.03
21634	Taxi	22.74	$18.55 	39.22
21635	Taxi	24.63	$31.74 	42.46
21636	Taxi	25.19	$31.56 	43.44
21637	Taxi	9.01	$22.29 	15.53
21638	Taxi	15.71	$19.81 	27.08
21639	Taxi	16.74	$29.97 	28.87
21640	Taxi	19.96	$20.33 	34.41
21641	Taxi	21.59	$31.85 	37.23
21642	Taxi	20.99	$24.19 	36.2
21643	Taxi	11.58	$25.34 	19.97
21644	Taxi	14.88	$23.48 	25.66
21645	Taxi	20.05	$16.51 	34.57
21646	Taxi	20.79	$28.16 	35.85
21647	Taxi	15.99	$10.70 	27.57
21648	Taxi	5.66	$19.66 	9.76
21649	Taxi	11.69	$26.99 	20.16
21650	Taxi	19.05	$36.37 	32.85
21651	Taxi	8.93	$9.82 	15.4
21652	Taxi	25.78	$27.82 	44.45
21653	Taxi	20.45	$27.44 	35.27
21654	Taxi	15.28	$22.65 	26.35
21655	Taxi	15.39	$36.57 	26.54
21656	Taxi	3.67	$21.47 	6.32
21657	Taxi	7.67	$29.97 	13.23
21658	Taxi	8.09	$19.32 	13.95
21659	Taxi	9.61	$24.02 	16.56
21660	Taxi	26.07	$14.67 	44.95
21661	Taxi	27.1	$22.75 	46.73
21662	Taxi	1.54	$18.36 	2.67
21663	Taxi	21.28	$26.30 	36.7
21664	Taxi	17.05	$21.05 	29.4
21665	Taxi	22.81	$17.16 	39.33
21666	Taxi	21.6	$18.45 	37.24
21667	Taxi	16.53	$26.27 	28.5
21668	Taxi	21.58	$21.32 	37.21
21669	Taxi	13.5	$35.57 	23.29
21670	Taxi	25.42	$27.70 	43.83
21671	Taxi	11.45	$16.73 	19.75
21672	Taxi	21.27	$19.09 	36.67
21673	Taxi	21.54	$30.77 	37.15
21674	Taxi	11.16	$23.42 	19.24
21675	Taxi	12.22	$20.57 	21.07
21676	Taxi	24.68	$20.10 	42.56
21677	Taxi	10.59	$10.80 	18.25
21678	Taxi	14.21	$22.24 	24.5
21679	Taxi	15.9	$14.72 	27.41
21680	Taxi	19.64	$26.27 	33.87
21681	Taxi	19.81	$28.62 	34.16
21682	Taxi	23.56	$23.68 	40.62
21683	Taxi	9.24	$22.76 	15.93
21684	Taxi	9.91	$6.64 	17.08
21685	Taxi	19.7	$22.36 	33.98
21686	Taxi	14.39	$20.72 	24.82
21687	Taxi	27.5	$22.10 	47.42
21688	Taxi	21.14	$25.50 	36.45
21689	Taxi	27.08	$36.93 	46.7
21690	Taxi	6.39	$22.46 	11.03
21691	Taxi	32.02	$33.31 	55.2
21692	Taxi	30.42	$15.99 	52.45
21693	Taxi	29.15	$16.12 	50.26
21694	Taxi	15.28	$21.93 	26.35
21695	Taxi	5.89	$15.84 	10.15
21696	Taxi	21.36	$29.93 	36.84
21697	Taxi	26.33	$38.20 	45.4
21698	Taxi	14.25	$14.93 	24.57
21699	Taxi	23.21	$20.15 	40.02
21700	Taxi	21.52	$19.30 	37.11
21701	Taxi	10.95	$23.76 	18.89
21702	Taxi	19.15	$32.67 	33.02
21703	Taxi	20.25	$17.96 	34.92
21704	Taxi	13.16	$27.24 	22.69
21705	Taxi	16.86	$21.21 	29.08
21706	Taxi	2.02	$24.92 	3.48
21707	Taxi	12.76	$20.99 	22.0
21708	Taxi	9.53	$24.13 	16.43
21709	Taxi	15.21	$32.80 	26.23
21710	Taxi	14.49	$22.01 	24.98
21711	Taxi	17.46	$23.73 	30.11
21712	Taxi	15.47	$34.20 	26.68
21713	Taxi	13.72	$15.24 	23.65
21714	Taxi	15.52	$23.07 	26.77
21715	Taxi	14.84	$20.51 	25.59
21716	Taxi	19.27	$18.61 	33.23
21717	Taxi	3.77	$18.34 	6.5
21718	Taxi	23.65	$16.89 	40.78
21719	Taxi	14.13	$16.44 	24.37
21720	Taxi	5.98	$28.08 	10.31
21721	Taxi	8.74	$15.33 	15.07
21722	Taxi	7.98	$36.55 	13.76
21723	Taxi	18.85	$26.99 	32.5
21724	Taxi	11.83	$32.06 	20.41
21725	Taxi	24.43	$24.92 	42.13
21726	Taxi	17.12	$28.24 	29.52
21727	Taxi	16.37	$16.08 	28.22
21728	Taxi	6.51	$34.30 	11.24
21729	Taxi	10.0	$27.33 	17.25
21730	Taxi	12.0	$30.83 	20.7
21731	Taxi	21.34	$29.67 	36.79
21732	Taxi	20.56	$31.43 	35.45
21733	Taxi	19.51	$27.37 	33.65
21734	Taxi	8.29	$21.31 	14.29
21735	Taxi	22.49	$20.53 	38.78
21736	Taxi	19.51	$32.31 	33.63
21737	Taxi	10.0	$32.22 	17.25
21738	Taxi	16.34	$26.42 	28.17
21739	Taxi	26.03	$13.08 	44.89
21740	Taxi	12.66	$25.74 	21.83
21741	Taxi	6.54	$38.29 	11.28
21742	Taxi	10.73	$19.67 	18.51
21743	Taxi	11.06	$13.91 	19.08
21744	Taxi	24.07	$27.60 	41.51
21745	Taxi	12.89	$18.63 	22.22
21746	Taxi	15.37	$12.03 	26.5
21747	Taxi	15.42	$30.56 	26.59
21748	Taxi	18.89	$14.94 	32.58
21749	Taxi	14.74	$32.32 	25.42
21750	Taxi	22.01	$23.27 	37.96
21751	Taxi	28.21	$25.89 	48.65
21752	Taxi	20.84	$23.18 	35.93
21753	Taxi	23.21	$28.69 	40.03
21754	Taxi	18.11	$25.19 	31.23
21755	Taxi	13.33	$17.01 	22.99
21756	Taxi	13.24	$24.75 	22.83
21757	Taxi	24.41	$23.15 	42.09
21758	Taxi	13.76	$15.95 	23.73
21759	Taxi	15.85	$26.87 	27.33
21760	Taxi	23.52	$22.91 	40.55
21761	Taxi	9.33	$16.92 	16.09
21762	Taxi	16.26	$21.07 	28.03
21763	Taxi	19.42	$26.21 	33.48
21764	Taxi	20.54	$28.12 	35.42
21765	Taxi	21.84	$19.80 	37.66
21766	Taxi	16.03	$29.10 	27.64
21767	Taxi	21.29	$20.62 	36.7
21768	Taxi	17.16	$20.60 	29.59
21769	Taxi	10.59	$10.09 	18.26
21770	Taxi	20.04	$22.58 	34.55
21771	Taxi	7.96	$27.14 	13.73
21772	Taxi	26.37	$29.45 	45.47
21773	Taxi	24.33	$11.89 	41.95
21774	Taxi	21.58	$26.41 	37.21
21775	Taxi	27.12	$5.48 	46.76
21776	Taxi	28.35	$9.74 	48.87
21777	Taxi	17.18	$23.08 	29.63
