	Vendor	Trip Distance (in Miles)	Trip Cost	Trip Time (in Minutes)
11965	Taxi	14.21	$11.61	24.51
11966	Taxi	21.73	$17.00	37.47
11967	Taxi	2.62	$3.73	4.52
11968	Taxi	8.95	$13.80	15.43
11969	Taxi	18.74	$10.90	32.31
11970	Taxi	17.58	$18.21	30.31
11971	Taxi	1.11	$16.75	1.91
11972	Taxi	8.71	$14.54	15.02
11973	Taxi	27.47	$5.76	47.36
11974	Taxi	7.28	$19.64	12.56
11975	Taxi	10.16	$12.44	17.53
11976	Taxi	0.8	$20.93	1.38
11977	Taxi	12.89	$17.11	22.23
11978	Taxi	12.14	$16.16	20.94
11979	Taxi	13.7	$13.27	23.63
11980	Taxi	14.62	$11.20	25.21
11981	Taxi	16.27	$15.97	28.05
11982	Taxi	16.46	$15.30	28.38
11983	Taxi	23.5	$16.06	40.52
11984	Taxi	8.72	$21.96	15.03
11985	Taxi	6.16	$17.45	10.62
11986	Taxi	10.26	$21.38	17.7
11987	Taxi	8.58	$10.44	14.8
11988	Taxi	7.12	$16.05	12.28
11989	Taxi	5.59	$16.08	9.64
11990	Taxi	22.63	$7.61	39.02
11991	Taxi	21.55	$17.94	37.16
11992	Taxi	17.13	$20.14	29.54
11993	Taxi	17.53	$16.40	30.24
11994	Taxi	5.42	$15.46	9.35
11995	Taxi	19.87	$21.12	34.27
11996	Taxi	20.34	$20.53	35.07
11997	Taxi	31.84	$28.05	54.89
11998	Taxi	15.79	$13.15	27.23
11999	Taxi	21.47	$18.84	37.01
12000	Taxi	8.49	$23.30	14.64
12001	Taxi	25.27	$16.29	43.58
12002	Taxi	26.32	$15.05	45.38
12003	Taxi	25.53	$14.79	44.02
12004	Taxi	9.08	$9.43	15.66
12005	Taxi	22.25	$18.62	38.36
12006	Taxi	13.71	$15.85	23.65
12007	Taxi	16.53	$15.70	28.5
12008	Taxi	20.93	$10.58	36.09
12009	Taxi	25.94	$16.83	44.73
12010	Taxi	24.7	$9.80	42.6
12011	Taxi	26.95	$21.61	46.47
12012	Taxi	25.21	$14.00	43.47
12013	Taxi	19.77	$12.36	34.09
12014	Taxi	31.11	$14.43	53.63
12015	Taxi	9.01	$20.84	15.54
12016	Taxi	10.08	$18.01	17.39
12017	Taxi	9.6	$17.31	16.55
12018	Taxi	23.13	$22.23	39.89
12019	Taxi	4.1	$22.55	7.06
12020	Taxi	13.32	$14.44	22.98
12021	Taxi	18.46	$18.25	31.83
12022	Taxi	17.42	$22.02	30.04
12023	Taxi	15.55	$16.68	26.81
12024	Taxi	19.4	$14.29	33.45
12025	Taxi	8.07	$19.60	13.93
12026	Taxi	19.47	$19.25	33.56
12027	Taxi	13.46	$23.68	23.2
12028	Taxi	20.98	$17.75	36.18
12029	Taxi	1.94	$16.35	3.35
12030	Taxi	15.21	$15.42	26.23
12031	Taxi	10.24	$22.42	17.65
12032	Taxi	9.05	$12.31	15.6
12033	Taxi	2.85	$22.92	4.91
12034	Taxi	22.69	$14.02	39.12
12035	Taxi	8.32	$17.24	14.35
12036	Taxi	7.89	$15.49	13.62
12037	Taxi	24.71	$12.60	42.61
12038	Taxi	31.17	$15.81	53.74
12039	Taxi	16.7	$13.10	28.8
12040	Taxi	23.83	$18.86	41.09
12041	Taxi	17.16	$11.61	29.59
12042	Taxi	14.17	$20.57	24.43
12043	Taxi	7.72	$19.27	13.31
12044	Taxi	7.65	$18.92	13.2
12045	Taxi	21.59	$15.30	37.23
12046	Taxi	16.21	$14.97	27.96
12047	Taxi	17.83	$7.99	30.75
12048	Taxi	20.76	$14.96	35.8
12049	Taxi	18.32	$20.92	31.58
12050	Taxi	12.77	$19.71	22.02
12051	Taxi	12.91	$12.21	22.26
12052	Taxi	12.29	$18.89	21.2
12053	Taxi	16.65	$14.01	28.72
12054	Taxi	11.68	$18.92	20.15
12055	Taxi	14.91	$14.63	25.72
12056	Taxi	25.37	$12.89	43.75
12057	Taxi	18.69	$13.24	32.23
12058	Taxi	10.53	$12.80	18.16
12059	Taxi	25.83	$4.71	44.53
12060	Taxi	10.35	$14.21	17.86
12061	Taxi	17.62	$13.19	30.38
12062	Taxi	13.1	$12.12	22.58
12063	Taxi	22.49	$17.89	38.79
12064	Taxi	15.17	$15.86	26.16
12065	Taxi	2.55	$15.09	4.41
12066	Taxi	12.34	$12.15	21.27
12067	Taxi	13.33	$19.81	22.98
12068	Taxi	6.14	$11.87	10.58
12069	Taxi	4.45	$19.89	7.68
12070	Taxi	15.35	$18.41	26.46
12071	Taxi	15.42	$17.81	26.58
12072	Taxi	13.53	$19.21	23.33
12073	Taxi	7.15	$14.86	12.33
12074	Taxi	20.44	$20.27	35.25
12075	Taxi	19.48	$15.54	33.59
12076	Taxi	15.44	$12.63	26.62
12077	Taxi	24.26	$14.23	41.83
12078	Taxi	28.06	$14.89	48.39
12079	Taxi	12.81	$9.20	22.09
12080	Taxi	21.37	$12.77	36.84
12081	Taxi	7.26	$16.64	12.52
12082	Taxi	10.79	$14.98	18.61
12083	Taxi	16.83	$13.66	29.02
12084	Taxi	7.67	$15.30	13.23
12085	Taxi	13.53	$18.93	23.33
12086	Taxi	21.4	$19.56	36.9
12087	Taxi	21.66	$15.86	37.36
12088	Taxi	8.19	$17.27	14.12
12089	Taxi	16.19	$12.41	27.92
12090	Taxi	0.28	$24.56	0.49
12091	Taxi	23.09	$18.20	39.81
12092	Taxi	24.63	$16.03	42.48
12093	Taxi	6.92	$18.01	11.93
12094	Taxi	9.63	$14.39	16.6
12095	Taxi	15.66	$14.74	27.0
12096	Taxi	11.61	$21.49	20.02
12097	Taxi	28.75	$18.72	49.58
12098	Taxi	7.44	$27.24	12.82
12099	Taxi	11.11	$12.30	19.16
12100	Taxi	15.41	$13.32	26.57
12101	Taxi	26.26	$20.60	45.29
12102	Taxi	28.39	$13.65	48.95
12103	Taxi	7.72	$10.36	13.31
12104	Taxi	15.61	$9.75	26.91
12105	Taxi	20.52	$15.66	35.38
12106	Taxi	13.94	$16.82	24.03
12107	Taxi	1.28	$12.32	2.21
12108	Taxi	20.07	$11.58	34.61
12109	Taxi	17.29	$20.11	29.81
12110	Taxi	3.92	$18.27	6.76
12111	Taxi	11.01	$17.42	18.98
12112	Taxi	9.55	$16.43	16.46
12113	Taxi	21.68	$15.20	37.38
12114	Taxi	10.22	$14.17	17.63
12115	Taxi	18.83	$20.28	32.47
12116	Taxi	25.41	$10.70	43.81
12117	Taxi	19.38	$15.99	33.41
12118	Taxi	29.87	$13.64	51.51
12119	Taxi	10.12	$14.63	17.45
12120	Taxi	15.13	$17.09	26.09
12121	Taxi	2.72	$15.76	4.7
12122	Taxi	23.46	$9.58	40.45
12123	Taxi	16.64	$14.38	28.69
12124	Taxi	3.99	$14.22	6.88
12125	Taxi	3.97	$14.37	6.86
12126	Taxi	6.82	$23.42	11.77
12127	Taxi	6.6	$18.60	11.38
12128	Taxi	3.41	$18.39	5.87
12129	Taxi	16.86	$17.51	29.08
12130	Taxi	21.51	$15.97	37.09
12131	Taxi	19.47	$15.91	33.57
12132	Taxi	20.22	$17.03	34.87
12133	Taxi	22.07	$16.70	38.06
12134	Taxi	5.3	$19.26	9.14
12135	Taxi	15.24	$19.20	26.27
12136	Taxi	13.1	$16.66	22.6
12137	Taxi	19.36	$19.06	33.39
12138	Taxi	27.47	$10.13	47.37
12139	Taxi	10.41	$13.01	17.96
12140	Taxi	15.33	$11.04	26.44
12141	Taxi	16.57	$18.10	28.57
12142	Taxi	3.58	$21.91	6.18
12143	Taxi	3.83	$18.19	6.61
12144	Taxi	15.12	$9.39	26.08
12145	Taxi	22.98	$14.91	39.62
12146	Taxi	12.55	$12.65	21.63
12147	Taxi	30.53	$16.90	52.64
12148	Taxi	11.49	$14.18	19.81
12149	Taxi	13.43	$18.42	23.16
12150	Taxi	20.42	$20.93	35.21
12151	Taxi	9.54	$17.28	16.46
12152	Taxi	22.16	$8.77	38.2
12153	Taxi	5.12	$17.03	8.84
12154	Taxi	18.31	$18.46	31.58
12155	Taxi	5.18	$18.43	8.94
12156	Taxi	12.53	$13.68	21.61
12157	Taxi	7.89	$18.48	13.61
12158	Taxi	5.72	$16.47	9.86
12159	Taxi	13.67	$11.21	23.58
12160	Taxi	6.99	$16.37	12.05
12161	Taxi	19.94	$15.34	34.38
12162	Taxi	3.34	$9.00	5.76
12163	Taxi	2.86	$16.12	4.93
12164	Taxi	23.55	$11.14	40.6
12165	Taxi	1.5	$19.85	2.59
12166	Taxi	19.2	$23.11	33.1
12167	Taxi	15.4	$12.86	26.55
12168	Taxi	13.8	$15.62	23.79
12169	Taxi	10.79	$16.03	18.61
12170	Taxi	14.28	$17.18	24.63
12171	Taxi	13.51	$14.90	23.31
12172	Taxi	22.55	$9.76	38.88
12173	Taxi	11.76	$19.20	20.28
12174	Taxi	12.63	$22.36	21.78
12175	Taxi	11.82	$14.72	20.39
12176	Taxi	8.56	$10.99	14.77
12177	Taxi	20.17	$16.78	34.78
12178	Taxi	14.31	$22.06	24.68
12179	Taxi	4.48	$18.67	7.73
12180	Taxi	10.53	$17.42	18.15
12181	Taxi	20.42	$14.23	35.21
12182	Taxi	16.03	$15.49	27.64
12183	Taxi	4.71	$21.46	8.12
12184	Taxi	28.37	$17.72	48.92
12185	Taxi	15.03	$20.13	25.92
12186	Taxi	15.98	$19.24	27.56
12187	Taxi	27.2	$14.48	46.9
12188	Taxi	20.79	$19.24	35.84
12189	Taxi	14.4	$18.84	24.84
12190	Taxi	17.13	$13.13	29.54
12191	Taxi	12.28	$14.28	21.18
12192	Taxi	17.31	$13.93	29.85
12193	Taxi	31.25	$16.65	53.89
12194	Taxi	20.0	$12.14	34.48
12195	Taxi	19.96	$9.52	34.41
12196	Taxi	20.46	$18.70	35.28
12197	Taxi	19.76	$16.56	34.07
12198	Taxi	20.81	$17.64	35.88
12199	Taxi	18.74	$18.71	32.32
12200	Taxi	8.14	$13.61	14.04
12201	Taxi	23.25	$9.60	40.09
12202	Taxi	20.55	$9.99	35.43
12203	Taxi	10.95	$15.68	18.89
12204	Taxi	16.63	$13.58	28.67
12205	Taxi	11.6	$23.50	20.01
12206	Taxi	6.48	$17.91	11.18
12207	Taxi	8.22	$10.47	14.17
12208	Taxi	24.6	$22.01	42.41
12209	Taxi	18.07	$21.76	31.15
12210	Taxi	15.09	$16.01	26.02
12211	Taxi	24.84	$13.29	42.84
12212	Taxi	22.77	$10.98	39.27
12213	Taxi	19.42	$22.68	33.49
12214	Taxi	17.22	$13.95	29.7
12215	Taxi	15.29	$19.20	26.36
12216	Taxi	25.39	$19.42	43.78
12217	Taxi	11.48	$14.51	19.79
12218	Taxi	12.18	$18.59	21.0
12219	Taxi	11.82	$11.07	20.38
12220	Taxi	25.2	$13.89	43.46
12221	Taxi	13.47	$16.66	23.22
12222	Taxi	12.55	$16.53	21.64
12223	Taxi	23.01	$9.59	39.68
12224	Taxi	13.31	$20.39	22.95
12225	Taxi	19.76	$22.19	34.07
12226	Taxi	13.47	$17.23	23.22
12227	Taxi	10.73	$13.02	18.51
12228	Taxi	16.04	$14.86	27.66
12229	Taxi	17.1	$15.82	29.48
12230	Taxi	16.27	$19.61	28.06
12231	Taxi	14.27	$19.98	24.6
12232	Taxi	20.79	$20.32	35.85
12233	Taxi	18.69	$16.82	32.23
12234	Taxi	19.66	$13.17	33.89
12235	Taxi	8.8	$20.17	15.18
12236	Taxi	23.06	$19.84	39.76
12237	Taxi	23.11	$14.22	39.86
12238	Taxi	14.67	$15.19	25.3
12239	Taxi	16.71	$14.24	28.81
12240	Taxi	13.9	$22.13	23.97
12241	Taxi	8.47	$16.01	14.61
12242	Taxi	14.74	$8.05	25.42
12243	Taxi	4.38	$9.72	7.55
12244	Taxi	23.7	$12.73	40.87
12245	Taxi	14.95	$11.78	25.78
12246	Taxi	20.06	$20.49	34.59
12247	Taxi	16.2	$15.29	27.94
12248	Taxi	6.72	$15.43	11.58
12249	Taxi	25.89	$11.92	44.64
12250	Taxi	16.54	$13.92	28.53
12251	Taxi	10.02	$17.92	17.28
12252	Taxi	17.28	$12.58	29.8
12253	Taxi	14.43	$10.29	24.88
12254	Taxi	16.27	$11.39	28.06
12255	Taxi	25.46	$15.77	43.9
12256	Taxi	8.76	$14.37	15.12
12257	Taxi	9.86	$18.00	17.0
12258	Taxi	13.1	$16.51	22.6
12259	Taxi	0.41	$12.76	0.72
12260	Taxi	21.85	$23.51	37.68
12261	Taxi	18.87	$10.12	32.54
12262	Taxi	18.7	$16.28	32.25
12263	Taxi	12.18	$14.82	21.0
12264	Taxi	15.87	$15.88	27.36
12265	Taxi	17.74	$16.27	30.58
12266	Taxi	3.83	$8.05	6.6
12267	Taxi	19.86	$17.25	34.25
12268	Taxi	12.4	$13.27	21.38
12269	Taxi	21.33	$9.17	36.77
12270	Taxi	17.73	$15.04	30.57
12271	Taxi	10.93	$17.14	18.84
12272	Taxi	15.1	$18.12	26.04
12273	Taxi	19.35	$11.91	33.37
12274	Taxi	22.33	$23.47	38.5
12275	Taxi	18.65	$15.22	32.15
12276	Taxi	13.17	$8.13	22.71
12277	Taxi	18.18	$17.56	31.34
12278	Taxi	7.78	$11.73	13.41
12279	Taxi	25.21	$14.97	43.47
12280	Taxi	27.02	$17.01	46.6
12281	Taxi	19.78	$22.88	34.1
12282	Taxi	13.54	$17.49	23.35
12283	Taxi	18.55	$13.66	31.99
12284	Taxi	12.17	$14.53	20.98
12285	Taxi	9.44	$9.90	16.28
12286	Taxi	17.64	$15.55	30.42
12287	Taxi	21.17	$17.07	36.51
12288	Taxi	18.89	$16.14	32.58
12289	Taxi	14.21	$14.94	24.5
12290	Taxi	12.19	$16.74	21.02
12291	Taxi	6.48	$12.57	11.18
12292	Taxi	18.29	$19.24	31.53
12293	Taxi	5.84	$17.14	10.07
12294	Taxi	19.46	$23.28	33.56
12295	Taxi	19.87	$21.07	34.26
12296	Taxi	22.0	$25.01	37.94
12297	Taxi	14.64	$19.51	25.25
12298	Taxi	11.73	$22.01	20.23
12299	Taxi	9.74	$19.79	16.79
12300	Taxi	19.72	$17.46	34.01
12301	Taxi	7.43	$15.09	12.82
12302	Taxi	18.13	$17.14	31.27
12303	Taxi	13.35	$20.02	23.03
12304	Taxi	14.38	$20.91	24.79
12305	Taxi	9.03	$17.92	15.58
12306	Taxi	14.52	$18.46	25.03
12307	Taxi	34.58	$14.04	59.62
12308	Taxi	14.7	$15.32	25.35
12309	Taxi	19.85	$21.41	34.23
12310	Taxi	22.95	$17.02	39.57
12311	Taxi	15.66	$13.82	27.0
12312	Taxi	11.58	$20.18	19.97
12313	Taxi	8.57	$21.00	14.78
12314	Taxi	13.4	$15.33	23.1
12315	Taxi	12.69	$13.63	21.89
12316	Taxi	16.17	$14.87	27.89
12317	Taxi	13.53	$18.76	23.34
12318	Taxi	9.03	$7.23	15.57
12319	Taxi	16.94	$20.70	29.21
12320	Taxi	22.13	$18.21	38.17
12321	Taxi	24.29	$11.95	41.89
12322	Taxi	7.18	$17.40	12.39
12323	Taxi	14.11	$13.18	24.34
12324	Taxi	12.36	$18.09	21.32
12325	Taxi	14.29	$12.24	24.65
12326	Taxi	13.45	$16.27	23.19
12327	Taxi	6.13	$18.95	10.58
12328	Taxi	22.2	$11.15	38.28
12329	Taxi	29.39	$20.56	50.67
12330	Taxi	28.4	$13.35	48.98
12331	Taxi	5.96	$16.89	10.28
12332	Taxi	25.39	$12.44	43.78
12333	Taxi	10.43	$9.95	17.99
12334	Taxi	9.29	$12.69	16.02
12335	Taxi	12.11	$18.52	20.89
12336	Taxi	23.7	$18.83	40.87
12337	Taxi	13.04	$16.01	22.49
12338	Taxi	15.57	$13.52	26.85
12339	Taxi	6.42	$17.32	11.08
12340	Taxi	10.66	$21.30	18.38
12341	Taxi	26.41	$20.10	45.54
12342	Taxi	17.53	$13.71	30.22
12343	Taxi	18.37	$21.57	31.67
12344	Taxi	15.39	$15.60	26.54
12345	Taxi	16.32	$14.26	28.14
12346	Taxi	13.58	$12.55	23.42
12347	Taxi	12.66	$13.48	21.83
12348	Taxi	21.06	$16.02	36.31
12349	Taxi	12.67	$20.02	21.84
12350	Taxi	24.28	$18.23	41.87
12351	Taxi	21.88	$20.29	37.72
12352	Taxi	11.08	$16.90	19.11
12353	Taxi	27.43	$13.37	47.29
12354	Taxi	15.82	$19.80	27.28
12355	Taxi	13.01	$19.65	22.43
12356	Taxi	23.47	$15.94	40.47
12357	Taxi	24.68	$19.20	42.56
12358	Taxi	9.27	$18.37	15.99
12359	Taxi	14.74	$12.78	25.43
12360	Taxi	20.13	$16.08	34.72
12361	Taxi	18.11	$19.39	31.22
12362	Taxi	11.66	$13.34	20.11
12363	Taxi	8.97	$19.69	15.48
12364	Taxi	3.37	$13.75	5.82
12365	Taxi	16.15	$15.03	27.84
12366	Taxi	25.52	$20.92	44.0
12367	Taxi	21.25	$25.95	36.65
12368	Taxi	21.62	$15.80	37.27
12369	Taxi	20.59	$15.56	35.51
12370	Taxi	20.57	$11.63	35.46
12371	Taxi	18.73	$15.84	32.29
12372	Taxi	9.38	$15.60	16.18
12373	Taxi	14.27	$9.26	24.61
12374	Taxi	16.13	$13.03	27.81
12375	Taxi	20.87	$22.20	35.98
12376	Taxi	1.46	$21.39	2.53
12377	Taxi	3.45	$19.84	5.95
12378	Taxi	21.57	$21.89	37.19
12379	Taxi	15.74	$6.56	27.15
12380	Taxi	16.7	$20.05	28.8
12381	Taxi	1.79	$13.09	3.09
12382	Taxi	18.38	$22.83	31.69
12383	Taxi	8.73	$10.74	15.05
12384	Taxi	10.21	$20.60	17.6
12385	Taxi	11.05	$17.12	19.05
12386	Taxi	14.74	$20.38	25.42
12387	Taxi	13.55	$21.44	23.37
12388	Taxi	18.66	$25.94	32.17
12389	Taxi	13.59	$11.03	23.43
12390	Taxi	17.54	$14.37	30.24
12391	Taxi	7.78	$11.29	13.42
12392	Taxi	24.94	$14.49	43.0
12393	Taxi	14.83	$17.43	25.58
12394	Taxi	21.91	$14.76	37.78
12395	Taxi	1.01	$8.21	1.74
12396	Taxi	14.82	$20.50	25.56
12397	Taxi	5.5	$15.53	9.49
12398	Taxi	15.51	$11.42	26.74
12399	Taxi	20.76	$15.17	35.79
12400	Taxi	15.7	$5.58	27.07
12401	Taxi	14.96	$17.44	25.79
12402	Taxi	15.59	$11.14	26.88
12403	Taxi	6.61	$20.82	11.39
12404	Taxi	10.08	$20.75	17.38
12405	Taxi	7.14	$21.00	12.31
12406	Taxi	32.78	$13.27	56.52
12407	Taxi	14.51	$13.10	25.02
12408	Taxi	6.09	$21.42	10.5
12409	Taxi	16.04	$15.55	27.66
12410	Taxi	16.72	$16.16	28.83
12411	Taxi	14.12	$20.86	24.35
12412	Taxi	20.39	$16.70	35.17
12413	Taxi	14.99	$20.55	25.86
12414	Taxi	18.68	$16.12	32.22
12415	Taxi	14.24	$16.23	24.55
12416	Taxi	18.08	$6.25	31.18
12417	Taxi	12.69	$9.94	21.89
12418	Taxi	27.32	$15.09	47.11
12419	Taxi	12.24	$11.62	21.11
12420	Taxi	12.17	$18.82	20.99
12421	Taxi	23.54	$14.44	40.6
12422	Taxi	12.37	$15.15	21.34
12423	Taxi	27.7	$16.67	47.76
12424	Taxi	19.61	$17.65	33.81
12425	Taxi	7.98	$8.53	13.76
12426	Taxi	29.13	$16.10	50.23
12427	Taxi	20.07	$23.17	34.61
12428	Taxi	19.76	$10.22	34.07
12429	Taxi	14.27	$16.90	24.61
12430	Taxi	10.99	$6.47	18.95
12431	Taxi	10.9	$9.12	18.8
12432	Taxi	7.33	$15.87	12.65
12433	Taxi	25.29	$17.12	43.61
12434	Taxi	17.02	$22.70	29.34
12435	Taxi	14.81	$16.42	25.55
12436	Taxi	27.29	$19.16	47.05
12437	Taxi	24.29	$21.08	41.88
12438	Taxi	14.29	$17.43	24.63
12439	Taxi	11.53	$16.67	19.88
12440	Taxi	10.39	$18.95	17.91
12441	Taxi	11.05	$18.11	19.05
12442	Taxi	10.43	$9.69	17.99
12443	Taxi	14.4	$17.30	24.82
12444	Taxi	15.99	$13.65	27.57
12445	Taxi	14.62	$21.90	25.21
12446	Taxi	12.61	$18.76	21.75
12447	Taxi	14.5	$15.53	25.0
12448	Taxi	14.4	$17.02	24.82
12449	Taxi	10.44	$17.47	18.0
12450	Taxi	20.14	$24.20	34.73
12451	Taxi	11.31	$17.70	19.5
12452	Taxi	19.74	$20.83	34.03
12453	Taxi	17.68	$16.79	30.49
12454	Taxi	27.48	$16.35	47.39
12455	Taxi	11.99	$16.84	20.67
12456	Taxi	23.16	$9.27	39.93
12457	Taxi	10.4	$12.04	17.93
12458	Taxi	23.17	$21.64	39.95
12459	Taxi	11.97	$10.83	20.64
12460	Taxi	22.1	$16.45	38.11
12461	Taxi	9.79	$14.34	16.88
12462	Taxi	11.82	$9.54	20.38
12463	Taxi	14.91	$13.17	25.71
12464	Taxi	18.7	$10.97	32.24
12465	Taxi	9.53	$10.47	16.44
12466	Taxi	16.56	$16.82	28.55
12467	Taxi	8.79	$11.68	15.16
12468	Taxi	22.96	$13.60	39.59
12469	Taxi	15.51	$21.62	26.75
12470	Taxi	20.33	$12.28	35.05
12471	Taxi	15.14	$14.46	26.11
12472	Taxi	10.44	$13.24	18.01
12473	Taxi	26.24	$12.07	45.25
12474	Taxi	15.72	$18.32	27.1
12475	Taxi	18.83	$21.67	32.46
12476	Taxi	6.42	$18.46	11.07
12477	Taxi	3.74	$14.35	6.44
12478	Taxi	14.35	$14.45	24.74
12479	Taxi	13.18	$12.00	22.74
12480	Taxi	19.48	$10.24	33.59
12481	Taxi	12.68	$6.70	21.86
12482	Taxi	7.18	$19.50	12.38
12483	Taxi	15.77	$13.69	27.19
12484	Taxi	12.82	$21.61	22.1
12485	Taxi	11.23	$19.86	19.37
12486	Taxi	8.46	$17.07	14.59
12487	Taxi	17.42	$11.12	30.04
12488	Taxi	13.03	$9.37	22.47
12489	Taxi	13.51	$13.67	23.3
12490	Taxi	13.17	$12.57	22.7
12491	Taxi	5.69	$15.35	9.81
12492	Taxi	5.78	$13.82	9.97
12493	Taxi	15.78	$15.02	27.22
12494	Taxi	15.36	$18.23	26.49
12495	Taxi	6.6	$20.31	11.38
12496	Taxi	9.21	$22.65	15.88
12497	Taxi	20.1	$18.16	34.66
12498	Taxi	27.17	$19.34	46.85
12499	Taxi	12.6	$17.99	21.73
12500	Taxi	12.39	$10.26	21.37
12501	Taxi	12.79	$6.94	22.06
12502	Taxi	20.83	$21.50	35.92
12503	Taxi	14.49	$18.30	24.99
12504	Taxi	18.25	$10.39	31.47
12505	Taxi	29.32	$16.24	50.55
12506	Taxi	10.42	$16.86	17.98
12507	Taxi	20.4	$9.41	35.18
12508	Taxi	7.66	$13.88	13.2
12509	Taxi	12.39	$12.21	21.37
12510	Taxi	22.49	$8.95	38.77
12511	Taxi	25.04	$13.12	43.18
12512	Taxi	9.16	$15.31	15.79
12513	Taxi	4.6	$22.62	7.94
12514	Taxi	20.38	$23.88	35.14
12515	Taxi	3.72	$10.94	6.42
12516	Taxi	17.58	$19.19	30.32
12517	Taxi	6.26	$18.54	10.79
12518	Taxi	1.13	$21.60	1.96
12519	Taxi	29.17	$20.12	50.29
12520	Taxi	18.75	$21.96	32.34
12521	Taxi	23.92	$14.06	41.24
12522	Taxi	21.18	$19.10	36.52
12523	Taxi	21.47	$16.43	37.02
12524	Taxi	23.98	$22.39	41.34
12525	Taxi	5.66	$13.47	9.76
12526	Taxi	11.94	$14.24	20.58
12527	Taxi	21.07	$11.34	36.34
12528	Taxi	18.38	$19.09	31.7
12529	Taxi	4.29	$16.97	7.39
12530	Taxi	6.07	$6.41	10.47
12531	Taxi	17.73	$12.55	30.57
12532	Taxi	16.22	$15.24	27.96
12533	Taxi	17.74	$16.61	30.59
12534	Taxi	7.13	$16.72	12.3
12535	Taxi	20.23	$15.14	34.88
12536	Taxi	8.76	$9.89	15.1
12537	Taxi	12.03	$17.28	20.74
12538	Taxi	11.25	$18.26	19.39
12539	Taxi	11.21	$15.01	19.32
12540	Taxi	15.16	$25.29	26.14
12541	Taxi	1.74	$14.01	3.0
12542	Taxi	19.53	$13.54	33.68
12543	Taxi	23.15	$21.20	39.91
12544	Taxi	19.52	$18.29	33.66
12545	Taxi	10.34	$17.42	17.84
12546	Taxi	12.64	$10.40	21.8
12547	Taxi	21.44	$12.85	36.98
12548	Taxi	4.32	$14.88	7.45
12549	Taxi	14.56	$16.56	25.11
12550	Taxi	19.86	$19.94	34.25
12551	Taxi	15.71	$11.74	27.09
12552	Taxi	13.48	$8.72	23.25
12553	Taxi	8.99	$11.14	15.51
12554	Taxi	8.2	$20.11	14.14
12555	Taxi	26.26	$10.98	45.27
12556	Taxi	8.15	$16.46	14.06
12557	Taxi	16.64	$19.45	28.7
12558	Taxi	0.08	$14.46	0.14
12559	Taxi	23.75	$15.05	40.95
12560	Taxi	5.66	$14.75	9.76
12561	Taxi	19.88	$16.87	34.27
12562	Taxi	10.82	$22.63	18.66
12563	Taxi	18.64	$18.66	32.13
12564	Taxi	20.63	$9.51	35.57
12565	Taxi	25.84	$18.03	44.56
12566	Taxi	13.53	$19.09	23.33
12567	Taxi	8.69	$13.71	14.99
12568	Taxi	14.53	$15.03	25.05
12569	Taxi	11.92	$21.41	20.56
12570	Taxi	3.28	$18.35	5.66
12571	Taxi	17.42	$15.14	30.04
12572	Taxi	19.42	$22.42	33.48
12573	Taxi	6.99	$12.26	12.06
12574	Taxi	20.27	$17.64	34.95
12575	Taxi	20.99	$14.89	36.19
12576	Taxi	29.15	$14.34	50.26
12577	Taxi	20.4	$25.10	35.17
12578	Taxi	10.35	$17.20	17.85
12579	Taxi	23.6	$16.76	40.7
12580	Taxi	18.63	$15.59	32.13
12581	Taxi	19.56	$16.45	33.73
12582	Taxi	30.06	$14.87	51.83
12583	Taxi	16.94	$18.34	29.21
12584	Taxi	13.47	$19.46	23.24
12585	Taxi	12.27	$18.94	21.15
12586	Taxi	19.86	$12.89	34.24
12587	Taxi	21.34	$21.21	36.8
12588	Taxi	19.57	$14.08	33.74
12589	Taxi	19.0	$17.68	32.76
12590	Taxi	18.51	$17.71	31.92
12591	Taxi	12.91	$15.28	22.27
12592	Taxi	15.42	$15.30	26.59
12593	Taxi	13.27	$14.60	22.88
12594	Taxi	12.27	$14.18	21.15
12595	Taxi	9.05	$15.49	15.61
12596	Taxi	15.4	$15.64	26.55
12597	Taxi	2.86	$14.81	4.93
12598	Taxi	14.92	$15.10	25.73
12599	Taxi	17.06	$19.83	29.41
12600	Taxi	12.85	$19.03	22.17
12601	Taxi	14.52	$18.75	25.03
12602	Taxi	18.83	$18.48	32.46
12603	Taxi	24.0	$20.53	41.38
12604	Taxi	6.35	$16.67	10.96
12605	Taxi	3.71	$18.96	6.39
12606	Taxi	17.42	$16.70	30.03
12607	Taxi	14.56	$16.68	25.11
12608	Taxi	18.49	$16.13	31.89
12609	Taxi	9.97	$13.52	17.19
12610	Taxi	6.31	$22.12	10.88
12611	Taxi	5.9	$12.09	10.17
12612	Taxi	6.33	$16.16	10.92
12613	Taxi	9.04	$17.07	15.59
12614	Taxi	13.8	$17.63	23.8
12615	Taxi	5.83	$21.64	10.06
12616	Taxi	1.25	$19.50	2.16
12617	Taxi	23.95	$8.67	41.29
12618	Taxi	18.28	$16.48	31.52
12619	Taxi	12.37	$16.49	21.32
12620	Taxi	7.81	$13.65	13.46
12621	Taxi	2.03	$12.07	3.5
12622	Taxi	4.14	$15.41	7.14
12623	Taxi	10.89	$19.74	18.78
12624	Taxi	17.39	$19.02	29.98
12625	Taxi	10.46	$10.81	18.04
12626	Taxi	26.0	$17.61	44.83
12627	Taxi	13.98	$9.76	24.11
12628	Taxi	7.41	$14.67	12.77
