	Vendor	Trip Distance (in Miles)	Trip Cost	Trip Time (in Minutes)
9091	Taxi	12.3	$30.61 	21.2
9092	Taxi	15.72	$16.78 	27.1
9093	Taxi	20.21	$53.11 	34.85
9094	Taxi	18.57	$50.74 	32.03
9095	Taxi	15.3	$33.06 	26.39
9096	Taxi	13.92	$51.17 	24.0
9097	Taxi	16.07	$34.93 	27.72
9098	Taxi	15.34	$40.60 	26.45
9099	Taxi	17.77	$74.01 	30.65
9100	Taxi	11.13	$53.24 	19.19
9101	Taxi	12.65	$33.09 	21.82
9102	Taxi	14.79	$34.71 	25.5
9103	Taxi	16.16	$44.06 	27.87
9104	Taxi	12.44	$41.40 	21.45
9105	Taxi	10.93	$35.29 	18.85
9106	Taxi	13.67	$41.94 	23.58
9107	Taxi	13.41	$49.57 	23.12
9108	Taxi	19.54	$52.11 	33.69
9109	Taxi	15.96	$61.91 	27.52
9110	Taxi	11.48	$52.09 	19.79
9111	Taxi	12.22	$53.14 	21.08
9112	Taxi	19.18	$65.04 	33.08
9113	Taxi	12.92	$40.27 	22.28
9114	Taxi	17.13	$49.23 	29.54
9115	Taxi	15.63	$50.26 	26.95
9116	Taxi	13.99	$46.47 	24.13
9117	Taxi	9.35	$63.75 	16.13
9118	Taxi	13.03	$57.96 	22.47
9119	Taxi	16.05	$40.84 	27.68
9120	Taxi	14.94	$47.17 	25.76
9121	Taxi	18.92	$55.44 	32.62
9122	Taxi	15.17	$47.08 	26.16
9123	Taxi	12.03	$46.79 	20.74
9124	Taxi	17.23	$66.10 	29.71
9125	Taxi	15.65	$55.81 	26.99
9126	Taxi	15.44	$20.49 	26.63
9127	Taxi	13.71	$57.70 	23.64
9128	Taxi	17.8	$49.26 	30.7
9129	Taxi	13.88	$41.68 	23.93
9130	Taxi	11.53	$62.75 	19.88
9131	Taxi	16.3	$31.87 	28.1
9132	Taxi	13.84	$59.54 	23.87
9133	Taxi	17.65	$36.45 	30.43
9134	Taxi	15.18	$51.74 	26.18
9135	Taxi	9.36	$54.56 	16.15
9136	Taxi	20.72	$29.76 	35.72
9137	Taxi	12.18	$44.40 	21.01
9138	Taxi	16.55	$51.09 	28.53
9139	Taxi	11.17	$51.39 	19.27
9140	Taxi	16.46	$55.30 	28.39
9141	Taxi	8.63	$36.28 	14.88
9142	Taxi	15.46	$33.29 	26.66
9143	Taxi	11.36	$41.61 	19.59
9144	Taxi	13.35	$60.72 	23.02
9145	Taxi	12.6	$39.78 	21.74
9146	Taxi	14.64	$31.25 	25.24
9147	Taxi	18.77	$31.95 	32.36
9148	Taxi	14.36	$8.23 	24.75
9149	Taxi	11.34	$51.93 	19.55
9150	Taxi	14.81	$67.00 	25.53
9151	Taxi	15.43	$42.04 	26.61
9152	Taxi	16.16	$63.55 	27.87
9153	Taxi	18.59	$52.53 	32.05
9154	Taxi	14.64	$45.21 	25.25
9155	Taxi	12.99	$33.76 	22.4
9156	Taxi	18.82	$36.22 	32.45
9157	Taxi	19.26	$38.97 	33.21
9158	Taxi	15.2	$46.69 	26.22
9159	Taxi	10.28	$30.99 	17.73
9160	Taxi	14.79	$40.36 	25.5
9161	Taxi	16.87	$61.29 	29.08
9162	Taxi	13.69	$35.12 	23.61
9163	Taxi	13.51	$39.84 	23.31
9164	Taxi	14.04	$43.70 	24.22
9165	Taxi	13.86	$45.23 	23.89
9166	Taxi	14.67	$14.24 	25.3
9167	Taxi	14.32	$58.69 	24.7
9168	Taxi	14.12	$32.41 	24.35
9169	Taxi	15.27	$34.63 	26.33
9170	Taxi	8.73	$46.58 	15.05
9171	Taxi	12.99	$58.81 	22.4
9172	Taxi	12.4	$37.24 	21.38
9173	Taxi	13.57	$44.46 	23.39
9174	Taxi	18.92	$39.30 	32.63
9175	Taxi	18.9	$52.90 	32.59
9176	Taxi	14.67	$21.00 	25.31
9177	Taxi	15.56	$42.71 	26.83
9178	Taxi	14.56	$38.84 	25.1
9179	Taxi	15.23	$65.74 	26.26
9180	Taxi	14.8	$26.63 	25.53
9181	Taxi	11.56	$61.77 	19.94
9182	Taxi	9.81	$40.71 	16.92
9183	Taxi	11.91	$51.17 	20.54
9184	Taxi	15.07	$36.19 	25.99
9185	Taxi	9.99	$39.70 	17.23
9186	Taxi	11.31	$44.47 	19.5
9187	Taxi	16.64	$53.42 	28.69
9188	Taxi	10.05	$48.83 	17.33
9189	Taxi	16.78	$61.38 	28.93
9190	Taxi	13.47	$45.19 	23.23
9191	Taxi	12.73	$35.09 	21.96
9192	Taxi	15.04	$33.51 	25.93
9193	Taxi	15.52	$42.50 	26.77
9194	Taxi	16.89	$45.86 	29.12
9195	Taxi	10.81	$56.79 	18.64
9196	Taxi	12.28	$73.45 	21.17
9197	Taxi	12.38	$54.45 	21.34
9198	Taxi	18.63	$66.07 	32.13
9199	Taxi	15.44	$49.95 	26.63
9200	Taxi	13.23	$48.99 	22.82
9201	Taxi	13.06	$60.01 	22.53
9202	Taxi	12.87	$58.10 	22.2
9203	Taxi	18.92	$31.86 	32.62
9204	Taxi	15.89	$46.34 	27.4
9205	Taxi	12.51	$19.29 	21.57
9206	Taxi	7.01	$46.70 	12.1
9207	Taxi	12.58	$19.56 	21.69
9208	Taxi	13.01	$44.12 	22.44
9209	Taxi	14.71	$55.61 	25.37
9210	Taxi	12.63	$43.26 	21.78
9211	Taxi	18.15	$48.75 	31.3
9212	Taxi	16.43	$48.82 	28.34
9213	Taxi	15.16	$49.73 	26.14
9214	Taxi	14.2	$54.50 	24.49
9215	Taxi	10.53	$29.43 	18.15
9216	Taxi	13.2	$18.06 	22.75
9217	Taxi	13.49	$37.33 	23.26
9218	Taxi	16.36	$69.83 	28.2
9219	Taxi	15.47	$42.77 	26.68
9220	Taxi	14.45	$56.16 	24.92
9221	Taxi	15.06	$44.73 	25.97
9222	Taxi	16.28	$48.40 	28.06
9223	Taxi	9.54	$31.97 	16.45
9224	Taxi	12.16	$43.73 	20.97
9225	Taxi	15.44	$43.72 	26.62
9226	Taxi	14.08	$60.87 	24.29
9227	Taxi	18.89	$40.51 	32.57
9228	Taxi	12.61	$66.71 	21.75
9229	Taxi	16.78	$42.84 	28.93
9230	Taxi	16.91	$31.42 	29.16
9231	Taxi	14.71	$50.75 	25.37
9232	Taxi	19.79	$62.86 	34.12
9233	Taxi	16.9	$19.33 	29.14
9234	Taxi	16.3	$47.53 	28.1
9235	Taxi	10.34	$40.34 	17.83
9236	Taxi	16.26	$41.06 	28.03
9237	Taxi	12.72	$44.29 	21.94
9238	Taxi	15.1	$42.24 	26.05
9239	Taxi	15.45	$51.09 	26.64
9240	Taxi	9.7	$39.13 	16.74
9241	Taxi	16.99	$53.77 	29.29
9242	Taxi	15.71	$60.08 	27.09
9243	Taxi	16.64	$47.42 	28.69
9244	Taxi	14.8	$44.12 	25.52
9245	Taxi	12.82	$57.98 	22.11
9246	Taxi	11.77	$52.28 	20.3
9247	Taxi	18.88	$39.37 	32.55
9248	Taxi	16.72	$58.50 	28.83
9249	Taxi	15.53	$26.87 	26.77
9250	Taxi	9.94	$46.69 	17.14
9251	Taxi	12.36	$61.57 	21.32
9252	Taxi	17.61	$49.55 	30.37
9253	Taxi	16.21	$47.33 	27.95
9254	Taxi	13.12	$19.73 	22.62
9255	Taxi	15.49	$37.62 	26.71
9256	Taxi	16.4	$42.89 	28.29
9257	Taxi	16.13	$52.65 	27.82
9258	Taxi	12.07	$67.04 	20.81
9259	Taxi	14.01	$37.77 	24.16
9260	Taxi	12.4	$48.76 	21.38
9261	Taxi	18.26	$55.82 	31.48
9262	Taxi	17.19	$41.26 	29.64
9263	Taxi	7.15	$72.06 	12.34
9264	Taxi	11.13	$42.43 	19.19
9265	Taxi	12.07	$45.48 	20.82
9266	Taxi	14.89	$63.21 	25.68
9267	Taxi	17.09	$42.91 	29.47
9268	Taxi	15.04	$39.70 	25.93
9269	Taxi	21.63	$52.63 	37.29
9270	Taxi	17.08	$52.81 	29.45
9271	Taxi	17.18	$44.48 	29.62
9272	Taxi	19.52	$36.46 	33.65
9273	Taxi	18.13	$47.20 	31.26
9274	Taxi	17.38	$41.12 	29.98
9275	Taxi	11.82	$52.22 	20.39
9276	Taxi	17.88	$61.11 	30.82
9277	Taxi	13.95	$64.41 	24.05
9278	Taxi	16.91	$36.29 	29.16
9279	Taxi	17.23	$56.73 	29.7
9280	Taxi	12.44	$39.00 	21.46
9281	Taxi	13.37	$57.04 	23.06
9282	Taxi	11.11	$59.85 	19.15
9283	Taxi	12.52	$42.06 	21.59
9284	Taxi	9.3	$44.13 	16.03
9285	Taxi	15.19	$42.56 	26.2
9286	Taxi	8.19	$41.40 	14.13
9287	Taxi	16.14	$50.68 	27.83
9288	Taxi	14.97	$17.67 	25.81
9289	Taxi	17.09	$44.27 	29.47
9290	Taxi	17.84	$44.81 	30.75
9291	Taxi	16.71	$53.76 	28.81
9292	Taxi	13.75	$42.46 	23.72
9293	Taxi	11.94	$50.05 	20.6
9294	Taxi	19.04	$61.09 	32.82
9295	Taxi	16.43	$29.10 	28.33
9296	Taxi	11.12	$66.36 	19.17
9297	Taxi	18.8	$23.95 	32.41
9298	Taxi	15.31	$47.83 	26.39
9299	Taxi	17.44	$58.47 	30.08
9300	Taxi	18.75	$38.00 	32.33
9301	Taxi	15.53	$38.42 	26.77
9302	Taxi	11.35	$54.72 	19.58
9303	Taxi	9.63	$46.67 	16.6
9304	Taxi	16.71	$49.59 	28.82
9305	Taxi	18.32	$50.81 	31.59
9306	Taxi	13.43	$41.29 	23.16
9307	Taxi	17.15	$40.17 	29.58
9308	Taxi	17.71	$59.81 	30.54
9309	Taxi	14.89	$29.17 	25.67
9310	Taxi	19.12	$55.31 	32.97
9311	Taxi	15.2	$55.28 	26.21
9312	Taxi	18.54	$50.95 	31.97
9313	Taxi	14.82	$53.60 	25.56
9314	Taxi	11.85	$51.89 	20.43
9315	Taxi	9.74	$49.47 	16.79
9316	Taxi	17.28	$39.04 	29.79
9317	Taxi	16.26	$54.71 	28.04
9318	Taxi	14.28	$45.12 	24.63
9319	Taxi	20.24	$30.42 	34.91
9320	Taxi	6.22	$34.91 	10.72
9321	Taxi	16.54	$52.11 	28.52
9322	Taxi	10.37	$62.91 	17.89
9323	Taxi	12.69	$51.95 	21.89
9324	Taxi	13.3	$60.88 	22.93
9325	Taxi	8.65	$24.81 	14.91
9326	Taxi	8.41	$54.57 	14.51
9327	Taxi	17.1	$37.80 	29.48
9328	Taxi	13.76	$28.16 	23.72
9329	Taxi	14.89	$34.24 	25.67
9330	Taxi	13.82	$29.03 	23.83
9331	Taxi	12.09	$27.22 	20.85
9332	Taxi	20.26	$31.81 	34.94
9333	Taxi	14.51	$42.57 	25.03
9334	Taxi	13.15	$40.30 	22.67
9335	Taxi	14.02	$66.39 	24.17
9336	Taxi	12.13	$35.62 	20.91
9337	Taxi	14.28	$35.13 	24.62
9338	Taxi	15.25	$46.61 	26.29
9339	Taxi	12.62	$43.22 	21.76
9340	Taxi	17.45	$65.32 	30.09
9341	Taxi	16.8	$75.30 	28.97
9342	Taxi	10.56	$48.59 	18.21
9343	Taxi	12.45	$50.85 	21.47
9344	Taxi	16.67	$26.51 	28.74
9345	Taxi	17.13	$44.48 	29.54
9346	Taxi	13.85	$54.41 	23.88
9347	Taxi	13.1	$54.57 	22.58
9348	Taxi	13.23	$46.92 	22.81
9349	Taxi	13.52	$43.47 	23.31
9350	Taxi	16.63	$56.49 	28.67
9351	Taxi	14.39	$20.21 	24.81
9352	Taxi	11.57	$54.54 	19.96
9353	Taxi	17.51	$49.24 	30.2
9354	Taxi	16.91	$46.91 	29.15
9355	Taxi	15.11	$54.92 	26.06
9356	Taxi	16.18	$47.24 	27.9
9357	Taxi	12.29	$41.14 	21.19
9358	Taxi	10.42	$32.30 	17.97
9359	Taxi	15.23	$41.38 	26.26
9360	Taxi	15.99	$57.14 	27.57
9361	Taxi	12.77	$59.32 	22.02
9362	Taxi	12.8	$75.01 	22.07
9363	Taxi	11.18	$32.06 	19.28
9364	Taxi	10.64	$65.13 	18.35
9365	Taxi	18.33	$69.68 	31.6
9366	Taxi	11.0	$31.91 	18.97
9367	Taxi	16.24	$54.97 	28.0
9368	Taxi	14.64	$37.21 	25.24
9369	Taxi	15.94	$46.70 	27.49
9370	Taxi	16.4	$24.67 	28.28
9371	Taxi	15.5	$36.33 	26.73
9372	Taxi	14.16	$41.05 	24.42
9373	Taxi	18.69	$51.18 	32.23
9374	Taxi	17.76	$47.60 	30.63
9375	Taxi	20.62	$60.11 	35.56
9376	Taxi	17.98	$38.24 	31.0
9377	Taxi	18.92	$46.59 	32.62
9378	Taxi	13.31	$45.13 	22.96
9379	Taxi	12.02	$61.62 	20.72
9380	Taxi	21.47	$29.76 	37.02
9381	Taxi	14.85	$50.48 	25.6
9382	Taxi	14.69	$38.78 	25.32
9383	Taxi	19.36	$34.98 	33.37
9384	Taxi	18.05	$30.99 	31.13
9385	Taxi	13.68	$53.11 	23.58
9386	Taxi	16.78	$51.12 	28.94
9387	Taxi	17.68	$55.30 	30.49
9388	Taxi	18.0	$37.57 	31.03
9389	Taxi	16.04	$48.70 	27.66
9390	Taxi	20.54	$44.63 	35.42
9391	Taxi	19.08	$49.16 	32.9
9392	Taxi	14.07	$36.40 	24.27
9393	Taxi	13.84	$37.67 	23.87
9394	Taxi	17.66	$53.91 	30.46
9395	Taxi	12.12	$39.21 	20.9
9396	Taxi	16.46	$54.51 	28.38
9397	Taxi	11.3	$31.75 	19.49
9398	Taxi	15.2	$53.37 	26.21
9399	Taxi	15.9	$41.87 	27.42
9400	Taxi	16.24	$42.91 	28.0
9401	Taxi	14.54	$63.77 	25.07
9402	Taxi	13.12	$62.50 	22.62
9403	Taxi	12.87	$36.05 	22.19
9404	Taxi	14.5	$58.20 	25.01
9405	Taxi	17.62	$59.62 	30.38
9406	Taxi	19.83	$57.54 	34.19
9407	Taxi	15.5	$53.38 	26.73
9408	Taxi	16.82	$23.77 	29.0
9409	Taxi	15.97	$42.67 	27.54
9410	Taxi	13.57	$36.12 	23.41
9411	Taxi	19.94	$40.13 	34.38
9412	Taxi	15.48	$37.21 	26.7
9413	Taxi	17.22	$40.28 	29.69
9414	Taxi	16.22	$47.94 	27.97
9415	Taxi	13.8	$74.64 	23.8
9416	Taxi	15.84	$50.01 	27.31
9417	Taxi	14.86	$48.51 	25.63
9418	Taxi	16.74	$48.34 	28.86
9419	Taxi	14.21	$40.26 	24.5
9420	Taxi	15.1	$33.75 	26.03
9421	Taxi	15.24	$20.27 	26.28
9422	Taxi	11.7	$51.44 	20.18
9423	Taxi	15.68	$35.27 	27.03
9424	Taxi	13.23	$33.86 	22.82
9425	Taxi	14.89	$34.30 	25.67
9426	Taxi	11.5	$39.98 	19.83
9427	Taxi	14.53	$20.90 	25.06
9428	Taxi	14.37	$52.84 	24.78
9429	Taxi	14.25	$31.83 	24.57
9430	Taxi	19.4	$76.78 	33.46
9431	Taxi	16.35	$53.06 	28.2
9432	Taxi	9.95	$53.48 	17.17
9433	Taxi	14.73	$38.69 	25.39
9434	Taxi	16.57	$55.85 	28.57
9435	Taxi	15.96	$37.38 	27.53
9436	Taxi	17.01	$72.03 	29.34
9437	Taxi	17.35	$27.92 	29.92
9438	Taxi	24.23	$41.96 	41.79
9439	Taxi	11.04	$53.34 	19.03
9440	Taxi	13.66	$36.69 	23.55
9441	Taxi	15.11	$52.38 	26.05
9442	Taxi	15.13	$53.98 	26.08
9443	Taxi	18.03	$36.34 	31.09
9444	Taxi	16.8	$32.25 	28.97
9445	Taxi	14.61	$47.34 	25.19
9446	Taxi	12.58	$65.18 	21.69
9447	Taxi	18.95	$38.80 	32.67
9448	Taxi	14.63	$45.29 	25.23
9449	Taxi	16.64	$55.96 	28.69
9450	Taxi	15.21	$55.51 	26.22
9451	Taxi	15.26	$58.01 	26.31
9452	Taxi	11.36	$48.92 	19.59
9453	Taxi	12.54	$37.26 	21.63
9454	Taxi	17.99	$48.22 	31.03
9455	Taxi	16.9	$51.13 	29.15
9456	Taxi	13.68	$47.29 	23.59
9457	Taxi	8.08	$51.27 	13.93
9458	Taxi	17.22	$41.95 	29.69
9459	Taxi	23.48	$55.03 	40.48
9460	Taxi	14.72	$42.86 	25.37
9461	Taxi	13.43	$43.28 	23.16
9462	Taxi	12.15	$34.74 	20.96
9463	Taxi	13.41	$24.99 	23.13
9464	Taxi	18.31	$51.21 	31.58
9465	Taxi	13.73	$64.53 	23.67
9466	Taxi	17.21	$73.99 	29.68
9467	Taxi	16.66	$40.24 	28.73
9468	Taxi	13.19	$51.31 	22.75
9469	Taxi	16.98	$48.91 	29.28
9470	Taxi	14.4	$51.72 	24.83
9471	Taxi	17.61	$53.89 	30.37
9472	Taxi	16.09	$54.19 	27.75
9473	Taxi	12.86	$46.88 	22.17
9474	Taxi	17.95	$28.54 	30.96
9475	Taxi	16.51	$43.55 	28.48
9476	Taxi	19.02	$37.65 	32.8
9477	Taxi	13.54	$50.18 	23.36
9478	Taxi	18.04	$50.49 	31.11
9479	Taxi	13.89	$26.27 	23.95
9480	Taxi	10.14	$40.15 	17.49
9481	Taxi	16.68	$37.28 	28.76
9482	Taxi	14.82	$39.71 	25.55
9483	Taxi	12.74	$53.55 	21.98
9484	Taxi	14.96	$44.15 	25.8
9485	Taxi	15.1	$52.97 	26.04
9486	Taxi	19.84	$52.93 	34.22
9487	Taxi	10.11	$47.94 	17.44
9488	Taxi	15.1	$28.13 	26.04
9489	Taxi	12.04	$44.73 	20.76
9490	Taxi	16.99	$55.03 	29.29
9491	Taxi	11.84	$48.02 	20.42
9492	Taxi	17.54	$61.19 	30.24
9493	Taxi	10.64	$34.28 	18.36
9494	Taxi	10.41	$49.11 	17.96
9495	Taxi	18.9	$39.58 	32.59
9496	Taxi	17.98	$57.38 	31.0
9497	Taxi	15.97	$42.61 	27.54
9498	Taxi	13.05	$57.61 	22.51
9499	Taxi	16.41	$43.03 	28.3
9500	Taxi	16.98	$48.08 	29.28
9501	Taxi	17.6	$26.50 	30.35
9502	Taxi	10.59	$58.53 	18.27
9503	Taxi	11.03	$79.80 	19.02
9504	Taxi	8.85	$37.35 	15.26
9505	Taxi	13.19	$42.43 	22.74
9506	Taxi	9.86	$39.63 	17.0
9507	Taxi	18.91	$60.39 	32.61
9508	Taxi	15.42	$22.36 	26.59
9509	Taxi	15.95	$63.48 	27.5
9510	Taxi	13.93	$54.53 	24.02
9511	Taxi	11.1	$41.19 	19.15
9512	Taxi	13.29	$58.80 	22.92
9513	Taxi	12.39	$32.85 	21.37
9514	Taxi	17.6	$25.13 	30.35
9515	Taxi	12.56	$37.20 	21.66
9516	Taxi	14.38	$39.71 	24.79
9517	Taxi	9.72	$49.90 	16.76
9518	Taxi	17.97	$55.10 	30.98
9519	Taxi	11.74	$48.32 	20.24
9520	Taxi	10.95	$28.29 	18.88
9521	Taxi	15.99	$32.81 	27.58
9522	Taxi	15.85	$46.51 	27.33
9523	Taxi	11.54	$48.19 	19.9
9524	Taxi	15.63	$40.51 	26.95
9525	Taxi	13.52	$44.56 	23.31
9526	Taxi	14.74	$44.38 	25.41
9527	Taxi	21.61	$35.17 	37.26
9528	Taxi	17.6	$43.21 	30.35
9529	Taxi	19.5	$36.50 	33.63
9530	Taxi	15.42	$44.09 	26.59
9531	Taxi	17.2	$51.56 	29.66
9532	Taxi	18.68	$29.76 	32.2
9533	Taxi	14.61	$65.33 	25.18
9534	Taxi	12.18	$29.94 	21.01
9535	Taxi	16.92	$45.27 	29.17
9536	Taxi	12.58	$54.11 	21.69
9537	Taxi	13.49	$59.35 	23.26
9538	Taxi	19.69	$39.50 	33.95
9539	Taxi	17.61	$35.24 	30.36
9540	Taxi	19.78	$57.54 	34.11
9541	Taxi	15.91	$52.67 	27.43
9542	Taxi	17.2	$50.91 	29.65
9543	Taxi	17.1	$48.48 	29.49
9544	Taxi	13.41	$32.45 	23.13
9545	Taxi	14.02	$33.75 	24.18
9546	Taxi	11.05	$55.96 	19.05
9547	Taxi	16.66	$34.21 	28.73
9548	Taxi	21.62	$46.54 	37.29
9549	Taxi	11.92	$48.83 	20.56
9550	Taxi	15.51	$49.76 	26.74
9551	Taxi	17.43	$22.11 	30.05
9552	Taxi	14.69	$34.89 	25.34
9553	Taxi	14.15	$39.06 	24.4
9554	Taxi	19.43	$34.48 	33.51
9555	Taxi	18.22	$44.03 	31.41
9556	Taxi	13.54	$32.73 	23.35
9557	Taxi	22.2	$19.57 	38.28
9558	Taxi	11.54	$70.12 	19.91
9559	Taxi	16.19	$50.91 	27.91
9560	Taxi	13.55	$45.04 	23.36
9561	Taxi	18.02	$62.79 	31.08
9562	Taxi	10.39	$66.14 	17.92
9563	Taxi	14.75	$41.42 	25.43
9564	Taxi	14.41	$59.38 	24.86
9565	Taxi	10.27	$49.90 	17.7
9566	Taxi	13.29	$30.12 	22.92
9567	Taxi	19.05	$52.29 	32.85
9568	Taxi	13.84	$44.95 	23.86
9569	Taxi	16.04	$51.23 	27.66
9570	Taxi	18.21	$41.82 	31.4
9571	Taxi	16.93	$35.46 	29.19
9572	Taxi	12.37	$43.32 	21.34
9573	Taxi	13.31	$47.24 	22.95
9574	Taxi	16.26	$60.65 	28.03
9575	Taxi	11.49	$35.36 	19.82
9576	Taxi	17.16	$34.83 	29.59
9577	Taxi	19.28	$55.21 	33.25
9578	Taxi	23.07	$66.37 	39.79
9579	Taxi	18.94	$33.54 	32.65
9580	Taxi	10.24	$29.60 	17.65
9581	Taxi	13.72	$30.44 	23.66
9582	Taxi	11.3	$41.98 	19.49
9583	Taxi	16.09	$47.10 	27.74
9584	Taxi	10.58	$30.88 	18.25
9585	Taxi	16.48	$55.23 	28.42
9586	Taxi	13.35	$34.06 	23.03
9587	Taxi	13.17	$46.04 	22.71
9588	Taxi	16.82	$53.35 	29.0
9589	Taxi	16.97	$50.89 	29.25
9590	Taxi	15.14	$45.52 	26.11
9591	Taxi	11.78	$53.48 	20.31
9592	Taxi	16.25	$56.84 	28.02
9593	Taxi	15.18	$38.11 	26.18
9594	Taxi	15.01	$45.99 	25.89
9595	Taxi	11.95	$47.87 	20.61
9596	Taxi	11.13	$58.26 	19.2
9597	Taxi	15.08	$43.76 	26.0
9598	Taxi	13.36	$27.54 	23.03
9599	Taxi	21.31	$39.96 	36.75
9600	Taxi	15.07	$39.84 	25.98
9601	Taxi	16.14	$50.40 	27.83
9602	Taxi	16.91	$48.38 	29.16
9603	Taxi	12.74	$39.67 	21.96
9604	Taxi	17.42	$39.85 	30.04
9605	Taxi	15.91	$41.68 	27.44
9606	Taxi	16.91	$50.45 	29.16
9607	Taxi	18.22	$58.98 	31.42
9608	Taxi	11.16	$31.94 	19.24
9609	Taxi	12.75	$30.87 	21.98
9610	Taxi	15.51	$28.32 	26.74
9611	Taxi	16.33	$63.05 	28.15
9612	Taxi	12.79	$45.48 	22.06
9613	Taxi	17.32	$65.79 	29.87
9614	Taxi	18.22	$49.87 	31.41
9615	Taxi	11.13	$45.58 	19.2
9616	Taxi	11.87	$46.74 	20.46
9617	Taxi	17.21	$54.17 	29.68
9618	Taxi	13.4	$53.07 	23.1
9619	Taxi	12.96	$40.61 	22.35
9620	Taxi	12.06	$65.93 	20.8
9621	Taxi	13.97	$17.89 	24.09
9622	Taxi	11.61	$41.57 	20.03
9623	Taxi	11.29	$45.76 	19.47
9624	Taxi	14.89	$46.30 	25.67
9625	Taxi	20.73	$31.95 	35.74
9626	Taxi	13.55	$44.11 	23.36
9627	Taxi	20.27	$56.51 	34.94
9628	Taxi	13.56	$33.20 	23.38
9629	Taxi	17.09	$32.48 	29.48
9630	Taxi	21.41	$48.84 	36.92
9631	Taxi	16.2	$48.54 	27.94
9632	Taxi	14.82	$51.25 	25.55
9633	Taxi	13.65	$49.39 	23.54
9634	Taxi	14.51	$37.45 	25.02
9635	Taxi	13.38	$34.85 	23.07
9636	Taxi	12.1	$63.20 	20.87
9637	Taxi	14.18	$30.37 	24.45
9638	Taxi	17.16	$56.58 	29.58
9639	Taxi	12.67	$42.23 	21.85
9640	Taxi	8.4	$29.00 	14.49
9641	Taxi	11.22	$32.95 	19.35
9642	Taxi	16.52	$54.78 	28.48
9643	Taxi	15.9	$30.36 	27.42
9644	Taxi	17.81	$55.78 	30.71
9645	Taxi	15.0	$32.92 	25.87
9646	Taxi	15.6	$48.55 	26.9
9647	Taxi	19.55	$43.92 	33.72
9648	Taxi	14.2	$57.73 	24.48
9649	Taxi	19.46	$40.10 	33.55
9650	Taxi	17.55	$64.84 	30.26
9651	Taxi	13.33	$69.57 	22.99
9652	Taxi	15.86	$42.96 	27.34
9653	Taxi	12.61	$51.01 	21.75
9654	Taxi	12.24	$61.00 	21.11
9655	Taxi	12.64	$46.80 	21.8
9656	Taxi	19.09	$31.95 	32.92
9657	Taxi	16.83	$16.51 	29.03
9658	Taxi	14.79	$23.99 	25.5
9659	Taxi	17.1	$31.06 	29.49
9660	Taxi	12.44	$31.07 	21.45
9661	Taxi	16.99	$25.67 	29.29
9662	Taxi	14.86	$24.40 	25.63
9663	Taxi	16.61	$35.72 	28.63
9664	Taxi	17.27	$38.83 	29.79
9665	Taxi	11.67	$47.03 	20.13
9666	Taxi	13.39	$38.27 	23.1
9667	Taxi	11.3	$41.21 	19.49
9668	Taxi	12.39	$45.68 	21.37
9669	Taxi	17.57	$32.33 	30.29
9670	Taxi	12.86	$56.50 	22.17
9671	Taxi	14.05	$15.55 	24.22
9672	Taxi	18.81	$50.15 	32.44
9673	Taxi	22.0	$40.19 	37.93
9674	Taxi	10.83	$33.13 	18.68
9675	Taxi	11.98	$48.25 	20.67
9676	Taxi	17.22	$50.86 	29.69
9677	Taxi	18.88	$52.60 	32.55
9678	Taxi	9.83	$53.98 	16.95
9679	Taxi	16.05	$60.56 	27.67
9680	Taxi	17.4	$59.08 	30.0
9681	Taxi	14.84	$36.59 	25.6
9682	Taxi	11.9	$66.36 	20.52
9683	Taxi	13.13	$39.67 	22.65
9684	Taxi	12.28	$46.74 	21.17
9685	Taxi	18.46	$37.74 	31.84
9686	Taxi	10.47	$46.91 	18.05
9687	Taxi	12.07	$42.10 	20.81
9688	Taxi	17.34	$53.97 	29.9
9689	Taxi	14.54	$46.16 	25.08
9690	Taxi	14.97	$35.97 	25.81
9691	Taxi	16.82	$52.24 	29.0
9692	Taxi	14.71	$48.33 	25.37
9693	Taxi	16.5	$39.45 	28.45
9694	Taxi	15.15	$59.11 	26.13
9695	Taxi	12.89	$45.31 	22.22
9696	Taxi	11.11	$60.63 	19.16
9697	Taxi	15.42	$55.52 	26.59
9698	Taxi	17.29	$35.75 	29.81
9699	Taxi	17.68	$51.60 	30.48
9700	Taxi	14.28	$32.02 	24.63
9701	Taxi	16.3	$45.54 	28.1
9702	Taxi	19.31	$54.50 	33.29
9703	Taxi	19.43	$46.13 	33.51
9704	Taxi	15.14	$58.25 	26.11
9705	Taxi	14.39	$31.77 	24.82
9706	Taxi	13.8	$41.38 	23.8
9707	Taxi	13.69	$47.42 	23.61
9708	Taxi	15.05	$44.02 	25.94
9709	Taxi	16.06	$31.23 	27.7
9710	Taxi	14.8	$49.45 	25.52
9711	Taxi	21.12	$33.91 	36.41
9712	Taxi	14.84	$51.79 	25.59
9713	Taxi	12.18	$21.74 	21.01
9714	Taxi	20.12	$57.01 	34.69
9715	Taxi	17.16	$60.71 	29.58
9716	Taxi	9.29	$44.32 	16.02
9717	Taxi	14.84	$33.48 	25.6
9718	Taxi	11.7	$48.92 	20.18
9719	Taxi	18.02	$26.02 	31.06
9720	Taxi	11.61	$30.27 	20.02
9721	Taxi	13.32	$57.06 	22.97
9722	Taxi	19.67	$17.13 	33.92
9723	Taxi	12.49	$41.54 	21.53
9724	Taxi	12.82	$29.16 	22.11
